ADhyAmivAp
apimipumat
apimityAma
apisahavas
apisambhRt
apisubhaga
aprakaTIkR
aprakaTIkR
aprakaTava
apratikRty
apriyamukt
apriyavach
apriyavachamAmg
apyAtmamov
apyakhilAl
apyekavams
ardhapuruS
ardhodgate
aribhirjit
arivadhade
arthAbhAvemRdut
arthIkarot
arthaHkAmo
arthagraha
arthamsapr
arthapatau
arthasyasadotth
arthimikav
arthimikavayati
arthomAmaj
arumamapiv
arumamapiv
asadRshaja
asakRdyudh
asamaiHsam
asatIbhava
asatopibha
ashaThahRd
ashaThamal
ashamambhi
ashmAtakas
ashubhoday
ashvaHshas
ashvatthAmAhata
asitabhujagashi
asitabhujagashi
asmAkamamg
asmimjagat
asmimprakR
astAdrishi
astAvilarU
astamgatab
astamgatavatisa
astamitavi
asthAmAbhimives
asthAmebhi
asthiramam
astibhayam
astijalamj
astopadhAm
asurarachi
asurohitam
asyAHkarar
asyAvapuShitulA
atRmesatRm
athapathik
atichAruch
atichAruch
atidIrghaj
atigambhIrebhUp
atiharitap
atikRShmeS
atikaluSha
atikupitAa
atimAtrabh
atimalimek
atipUjitat
atipaTalai
atiparicha
atiparichayAdav
atiparigRh
atiramamIy
atisAhasam
atisatkRtA
atitAmasoj
atitejasvy
ativAhitam
ativAhitam
ativatsalA
ativipulam
atraivasar
atrastomij
atyuchaira
auchityams
audAryamdA
aurvAivAti
autsukyAtp
avadhIraya
avadhUtapr
avadhehixa
avadhidimA
avakeshimo
avalokamam
avalokamam
avalokamamapisu
avalokitam
avamAmAram
avasarapaT
avasarapaThitam
avayaHkeva
avidagdhaHshram
avidheyobh
aviditagum
aviditagum
aviditagumApisa
aviditagumApisa
aviditagumApisu
aviditagumApisu
aviditapar
aviditasha
avikArimam
avikRtakRt
avimItobhR
aviraladhA
aviralakam
aviralamad
aviralavig
aviralavil
aviratamak
aviratamak
aviratavir
avishIrmak
avivekamat
avyAjasumdarImt
avyAkarama
avyavasAyimamal
avyayavato
axaramaitr
ayamavasar
ayamavasaraupak
ayamavichA
ayamihamug
ayamuditoh
ayichAtaka
ayichakita
ayichetovi
ayichitavi
ayidayitet
ayihAralat
ayihAralat
ayihRdayad
ayijaladay
ayikAmtapa
ayikulamic
ayimakaram
ayisampras
ayisaralet
ayishAkumi
ayisumdari
ayutamiyut
bAShpAkula
bAlAkaTAxa
bAmakaravI
bAmamharir
bahiratimi
bhRkuTIkuT
bhUmipatAv
bhaktirbha
bhavabIjAm
bhavabhUte
bhavataivA
bhavatikRp
bhavatisub
bhojadhama
bhrAtaHpam
bhraShTamR
bhujaviTap
brahmAmDak
brahmAmamd
chAdayaiti
chakrIkRta
chakradhar
chakradhar
chamDIjamg
chitramkamakala
chulukayas
dAmambhoga
dAmambhogo
dAmampriya
dArAHparib
dAridryAma
dAtavyambh
dIpadashAk
dIpyamtAmy
dRDhatarag
dRDhataram
dRshyamdRs
dUramuktAl
dUratayAst
dUrepipara
dadhimadhu
dagdhovidh
daityAmAmasiday
daivAdaham
daivavashA
daladamala
dalitepalA
daraphulak
darshamapa
darshitatA
datvAdishi
datvAdishi
davadahamA
daxaHshriy
deverpitav
dhRtadhamu
dhUlIdhUsa
dhamavAmit
dhamimopya
dhamyastva
dharmAramb
dhavalIkar
dimamamira
divamapyup
doShAlokam
doShogumAy
duHsahasam
duradhigam
durdimamis
durdivaseg
durjamadUS
durjamagam
durjamahut
durjamasah
dushcharit
dvamdvodvi
dvayamidam
eShAkusuma
eSharavist
eShyatimAp
ekAdasharu
ekAkimivam
ekAmadhIty
ekAmtashAm
ekApipamch
ekIbhAvamg
ekaHsakala
ekaikashoy
ekamapisat
ekamibhAya
ekamitramb
ekamjIvama
ekamvadati
ekaradadva
ekasukRtem
ekasyajamo
ekasyatasy
ekemApigum
ekemachUrm
ekemaivahi
ekoharaHpr
ekoravirat
eramDapatr
etAHsatyav
etAHsutamu
etAshchatu
etAvadevah
etadamUpev
etairyadis
etamukhamp
etasyakalA
etasyaraha
etatkimshr
etehigumAH
etehikAmak
etemabaddh
etesmigdha
evambhavam
evamohapra
evamsarvajamAmA
evamupachI
gAyatigIte
gAyatihasa
gItvAkimap
gachChatiy
gairikamam
gamayamtim
gamayatiga
gamtavyArA
gamtavyams
garjativAr
ghaTamamvi
ghamasamta
ghamatarat
girayopyam
gomayagADh
grAmatarum
gumamadhig
gumavadbhi
gumigamaga
gumimAmapi
gumimAmgum
gumimaHsam
guruShumil
hRdayamhar
haravamavi
hastaivabh
hatvAlocha
helAvidali
hetupramAm
hetupramAmayukt
himadhaval
himasamayo
hrepayatip
iShTAbAlak
iShTakachi
ichChatish
idamamtara
idamaparam
idamubhaya
ihabhuvika
ihakapaTak
ihakimkura
ihamagarep
ihasAmAmyA
ihavaTavRx
ihavahatib
imdorekaka
imdorivAsy
imdrAyavIx
imdumukhIk
itipUrvaka
itivachama
itthampash
itthamvRDh
ityevambah
ixoragrAtk
ixurmadIpr
iyamudgati
jAlmoguruH
jAtAshikha
jAtasyamad
jIvamevamR
jIvamjIvay
jIvatijIva
jIvitaivak
jIyAdambud
jaTharajva
jaladaHsam
jaladharaj
jaladharam
jamakaHsAm
jarjaratRm
jayatihare
jayatijaTA
jayatilalA
jayatipari
jayatipriy
jayatisabh
jayatisamA
jmAmemamda
jvalaticha
kAThimyamg
kAchidbali
kAgamamAvi
kAharmisha
kAkAmadhem
kAkasyavRS
kAkodumbar
kAlaHsamav
kAlakishor
kAlakramak
kAlepayodh
kAlevAridh
kAleyathAv
kAmaHkamam
kAmaghmAdv
kAmamjamAH
kAmamkumIm
kAmampraty
kAmampriyAmasul
kAmamshuma
kAmamvameS
kAmasyaveS
kAmemApima
kAmijamapa
kAmodvegag
kAmtAdadAt
kAmtArapAd
kAmtaHpade
kAmtemitAmtamet
kAmtimayAd
kAprastutA
kAryAkArya
kAryAkAryetulay
kAryAmtari
kAryArthIb
kAryagater
kAryajmaHp
kAryamchas
kAshAHxIra
kAsvidavag
kAtaratAke
kAviShamAd
kAvyAkulit
kAvyamchAr
kAvyamkaro
kAvyamyady
kAvyasyAxa
kITagRhamk
kRChrAmuvR
kRtadurita
kRtakAmtak
kRtashatam
kRtvApikos
kRtvApiyem
kaHkopaHka
kaHpUjyaHs
kaHpashyat
kaHpaurave
kaHprArthi
kaHshlAgha
kaShTamjIv
kaShTamkha
kaShTamsAh
kaThimatar
kaTumadhur
kaTuraTati
kaTutiktak
kachamUlab
kajalahima
kajalatila
kalahapriy
kalamAgram
kalamAmtam
kalamadhur
kalpasthAy
kalpayatiy
kalpayatiyemavR
kamTakitat
kamTakyaka
kamThagata
kamTheraju
kamThochit
kamaThakul
kamakarasa
kamalamama
kamalamiva
kamalamukh
kamalemidh
kamamIyatA
kamamekata
kamchamava
kamiturabh
kampratika
kapikachChUmUle
kapikulama
kapirapich
karShativa
karabadara
karacharam
karacharamamAsa
karacharamemapr
karakajala
karakalita
karalAlito
kararuhash
karatalayu
kardamavad
karimashch
karivaramR
karmAmubhA
karmagatey
karmaviShe
karmemaghA
karmodayAd
kashchitpa
kashchumba
kasmAdbhay
kasmaimama
kastAmimda
kastasyajI
kasteshash
kasyAmodam
kasyApikop
kasyamaday
kasyamarau
kasyamavAh
kasyasyAma
kasyatRSha
kasyavashe
kataratpur
kathamapya
kathamiham
katipayadi
katipayami
katipayidi
katitekaba
kauTilyamk
kaupepayas
kaustubham
kavihRdaye
kavimatiri
kaviramara
kaviramuha
kavitAkumd
kavitAmAma
kavivAkyAm
keliHprada
kelichalAm
kepisvabhA
khAdamemac
khalasakhy
khimosimum
khyAtimgam
kimadhikam
kimimdyaHk
kimkrUrams
kimshukaka
kimsyAdvis
kitavaprap
kiyatIpamc
kohitulAma
komAdyatim
komayatija
komdhoyokA
koshomayas
krayavikra
kuTilAlaxm
kuchakalas
kulapatama
kushalamta
kusumasuku
kutravidhe
kvApigataH
lImAmasUms
labdhoChrA
labdhodaya
labdhodayo
laghurayam
lalitamura
laxmIrasya
laxmyApari
likhatimag
loDitamakh
lobhaHsadA
mAdhuryair
mAgAgirIsh
mAkuruguru
mAlemevast
mAptamyatk
mAsAthUtkR
mAstiviShA
mAthamayUr
mAthavilok
mAvamasamv
mImavatIma
mIraxIravi
mItijmAmiy
mRddhaTava
mRgamImasa
mRgamadaka
mUmamayame
mUrkheShuk
maShTamapA
mabhavatib
madakalakR
madamamava
madamayama
madhukaram
madhyatriv
madhyemRdh
mahatAmyad
mahatoHsuv
maivAtmamo
makarIvira
makarotimA
makulevApi
malayAmilamilam
malimAtmam
malimIdala
mamamerito
mamdamarem
mamdayatik
mamgalakal
mamumIlAmc
maparampha
markaTamuk
marmAmigha
mashyativi
maviShayab
mavimochay
mayamachCh
mayamamipA
mayamavikA
mayibhagav
meruHsthit
miShkAsaya
mijadoShAv
mijakarami
mijamAshay
mijamayama
mijapadaga
mijapatirA
miratishay
mirgumaiti
mirgumamap
miyataiHpa
mochayatim
mugdhAmAma
mukharayat
muktAHpata
muktAtATam
mumchatimu
pATalayAva
pAmDurasim
pAmDuxAmam
pAmigrahep
pRchChatip
pRthukArta
pUrayatipU
pUrmamakhe
pUrvatabhe
paThatirah
padashabda
padmimikim
palavataHk
pamchadash
pamkajajal
paraguhyag
paramarmad
paramarmag
paramarmaghaTam
paramomaru
paravAdeda
parikalpya
parimalasu
parishudAm
paryamkaHs
pashyAmurU
patatikadA
patatutavo
patitopirA
patraphala
pavamApamI
paxavikala
peshalamap
pibativyom
pishumaHkh
prAdurbhUt
prAmeshama
prAmeshata
prApyachal
prApyapram
prArambhat
prAthamikI
prAvAraira
prAvRShish
prAyaHkhal
prabhavati
prakRtikha
pralayasah
pramayakup
pratibimbi
pratibimbitapri
pratigRhak
pratigatam
pratipaxem
pratipaxoy
pratirajam
pratyupaku
prerayatip
proShitava
proktamayA
pumaruktAv
pumsAmdars
rAgIbhimat
rAgimimali
rAjamividu
rAjyesAram
ratmAkarat
ravimamira
ravisutakR
rekhalatav
riktAHkarm
rogIchirap
romAvalImu
sAdhayatiy
sAdhokumDa
sAkUtamadh
sAmashcham
sAptapadIm
sArasavatA
sAsarvatha
sAsumdarat
sAvirahada
sAxAtkilAS
sAyakasahA
sItkAramsh
sUtrampAmi
sadavamama
sagumApiha
sahakAraku
sahaparija
sahasiddha
saivaparam
sajamaevah
sajayatihi
sajayatika
sajayatima
sajayatimahiSho
sajitasaka
sakRdapidR
sakRdivasa
sakathamas
sakhisukha
samdhyAsal
samdigdhep
samgamavir
samihitepi
samjAtodvi
sampadiyas
samprAptac
sampratima
samsaditad
samtApamoh
samtuvilok
samvaramAy
samyAsamak
sapadisakh
sapratibam
saralapriy
saralesAha
sarasAsAla
sarvamvama
sarvasyasa
satikAkuts
satkaviras
satsUtrasa
satyapicha
satyaprash
saurabhama
savitAvidh
sevevamAma
seyamsIdhu
shAkhAshat
shRmusakhi
shUmyamapu
shUmyepich
shaktirahi
shalyamapi
shamirasha
shamkarash
sharadimav
sharadimdu
sharadisam
shirasimih
shlAghyAma
shlAghyamk
shliShyati
shrIkarapi
shrImAthaH
shrIparich
shrIrAmAya
shramamaHs
shramayati
shravamAmj
shrutimapa
shukatumDa
shvAyadida
shyAmAmili
shyAmamshr
simdUramsI
simhaHshis
smayamAmam
smehohivar
smerAmamem
smeramvidh
spRShTastv
spRhamIyAH
spRhayatib
stamakalas
stamataTam
stamayugam
sthagayatitamaH
strIShumar
strImAmhis
subhagamva
subhagasal
subhagatav
sujamomayA
sukhashayA
suratabhar
sutamushru
suvyavasAy
svAdhImaiv
svAdhImemA
svAdhImepi
svArthamir
svagumAmiv
svakapolem
svalpAitir
svalpApisA
svarasemab
svasthAmAd
svavashaHk
svayamapib
tAvamahatA
tAvatkokil
tAvatsamti
tIvromidAg
tRmamukham
tadapakRta
talpIkRtAh
talpeprabh
tamRShimuS
tamUlamgur
tamasivarA
tamulagmAi
tapatitamu
tarukulasu
tarumUlAdi
tasmimgatA
tatkAkatva
tatkaShTam
tatkimsmar
temUrkhata
tevamdyAst
timirepidU
trimayamac
tvAmayamAb
tvAmudaras
tvadvirahe
tvamivapat
tvatkIrtirAjaha
tvayidRShTaevat
tyajachakr
tyajamijag
tyajaticha
tyaktavyAs
uDImAmAmeS
uDIyordhva
uShasibhra
uShasipari
uchaiHpada
uchairapiv
uchairucharitav
uchakuchak
uchitagumo
uchitamgop
udaradarIy
udayamtumA
udayatitar
udbhartRgA
udbhiduram
udgamamopa
udishyamiH
uditavatid
uditedRShT
uditopituh
udvAsayitu
udvartitam
udyamityam
udyatkarak
ujAgaritab
ujjhitavRS
ujvalaguma
ulasitabhr
ulasitabhrUdham
ulasitalAm
ulasitashI
umAlamAbhi
umadatayAk
umatadaxim
umitaikabh
umukulitAd
upabhogakA
upachArAmu
upachAraHk
upacharitA
upacharitAharim
upacharita
upakArimam
upakArimivishra
upakRtamam
upakRtavat
upakRtirev
upakartuma
upakartumaprakA
upalamikaS
upalaxyava
upamItamIt
upamIyakal
upamIyapri
upamIyayam
upamatamat
upamiShada
uparighama
uparighamamgham
upariparip
uparipayod
uparitamAl
upashamita
upashobhai
utamabhuja
utamakulep
utamapadAr
utamavamit
utaratashc
utiShThadU
utiShThati
utkaTakamT
utkampagha
utkarShavA
utkochapAr
utkrAmtash
utpAtAyach
utpalavaiv
utphulakam
utsAhomjhi
utsRjyakus
utsRjyasAd
utsamApama
utxiptabAh
vAkyaxuHsh
vAsaragamy
vAtAchChIt
vAyurivakh
vIresaruSh
vadamampra
vadamemami
vadatAmuta
vaibhavabh
vaidyastar
vaigumyepi
vakrAHkapa
vakremashi
vamshAvala
vamsheghum
varataruvi
varmamaday
vetAkokila
viShadhara
viShamagat
viShamasth
vidalitasa
vidhvastap
vigumopikA
vihitagham
vikasAmira
vikasitasa
vipulahRda
viramatavi
visrabdhag
vitamparim
vitaratiyA
vrIDAvelAr
vyAkhyAtum
vyAsagirAm
vyasamemit
vyathayati
vyomamisha
vyomisavAs
xImaHxImop
xamadRShTa
xudrodbhav
yAbhiramam
yAdaximAtv
yAmimayAmI
yAmividhAv
yAsyatijal
yAsyatisaj
yAtamyauva
yAvakarasA
yaHkhaluba
yaHpaThatilikha
yachChamja
yadachetam
yadasevamI
yadavadhiv
yadavadhivivRdd
yadibhavat
yadibhavatidaiv
yadimAmada
yaditavahR
yadvIxyate
yadvadahal
yadyapibad
yadyapibahuguma
yadyapichA
yadyapicha
yadyapichamdama
yadyapidai
yadyapidis
yadyapidishidis
yadyapimab
yadyapiraT
yadyapishi
yadyapitar
yasmaidadA
yasmimabAS
yasmimjIva
yasmimjIvatijIv
yasyAmahat
yatkIrtyAp
yatkhalukh
yatmAdapik
yatramapha
yemAmamdam
yeshirasAm
yogyatayai
yomadadAti
yuktosibhu
